"No.","Time","Source","Destination","Protocol","Length","Time since reference or first frame","Info"
"1430","12.238482229","212.199.140.162","192.168.213.150","TCP","1414","12.238482229","443  >  39520 [ACK] Seq=99946 Ack=1328 Win=31488 Len=1348 TSval=927780718 TSecr=3568877135"
"1431","12.238482418","212.199.140.162","192.168.213.150","TLSv1.3","1414","12.238482418","Continuation Data"
"1432","12.238482521","212.199.140.162","192.168.213.150","TLSv1.3","2762","12.238482521","Continuation Data"
"1433","12.238482626","212.199.140.162","192.168.213.150","TLSv1.3","2762","12.238482626","Continuation Data"
"1434","12.238482724","212.199.140.162","192.168.213.150","TLSv1.3","2762","12.238482724","Continuation Data"
"1435","12.238633683","212.199.140.162","192.168.213.150","TLSv1.3","1414","12.238633683","Continuation Data"
"1436","12.238633799","212.199.140.162","192.168.213.150","TLSv1.3","2762","12.238633799","Continuation Data"
"1437","12.239004149","212.199.140.162","192.168.213.150","TLSv1.3","2762","12.239004149","Continuation Data"
"1438","12.239036453","192.168.213.150","212.199.140.162","QUIC","1292","12.239036453","Handshake, DCID=8c81000e2ce8948f"
"1439","12.239004381","212.199.140.162","192.168.213.150","TLSv1.3","1414","12.239004381","Continuation Data"
"1440","12.239252525","192.168.213.150","212.199.140.162","QUIC","186","12.239252525","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"1441","12.239678172","192.168.213.150","212.199.140.162","TCP","66","12.239678172","39520  >  443 [ACK] Seq=1563 Ack=118818 Win=73856 Len=0 TSval=3568877329 TSecr=927780718"
"1442","12.239789118","159.124.46.57","192.168.213.150","UDP","69","12.239789118","8801  >  51364 Len=27"
"1443","12.239789368","159.124.46.57","192.168.213.150","UDP","69","12.239789368","8801  >  51364 Len=27"
"1444","12.241785460","212.199.140.162","192.168.213.150","TLSv1.3","1414","12.241785460","Continuation Data"
"1445","12.241817538","192.168.213.150","212.199.140.162","TCP","66","12.241817538","39520  >  443 [ACK] Seq=1563 Ack=120166 Win=142336 Len=0 TSval=3568877331 TSecr=927780736"
"1446","12.241785679","212.199.140.162","192.168.213.150","TLSv1.3","2762","12.241785679","Continuation Data"
"1447","12.241857649","192.168.213.150","212.199.140.162","TCP","66","12.241857649","39520  >  443 [ACK] Seq=1563 Ack=122862 Win=147712 Len=0 TSval=3568877331 TSecr=927780739"
"1448","12.241785780","212.199.140.162","192.168.213.150","TCP","66","12.241785780","443  >  39520 [ACK] Seq=122862 Ack=1563 Win=31488 Len=0 TSval=927780828 TSecr=3568877215"
"1449","12.260905553","192.168.213.150","159.124.46.57","UDP","140","12.260905553","38716  >  8801 Len=98"
"1450","12.272847255","192.168.213.150","212.199.140.162","QUIC","77","12.272847255","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"1451","12.359706211","192.168.213.150","159.124.46.57","UDP","144","12.359706211","38716  >  8801 Len=102"
"1452","12.374461965","212.199.140.162","192.168.213.150","QUIC","1274","12.374461965","Initial, SCID=8c81000e2ce8948f, PKN: 4341794, ACK, PADDING"
"1453","12.375901157","159.124.46.57","192.168.213.150","UDP","115","12.375901157","8801  >  38716 Len=73"
"1454","12.375901522","159.124.46.57","192.168.213.150","UDP","69","12.375901522","8801  >  51364 Len=27"
"1455","12.376541115","192.168.213.150","159.124.46.57","UDP","123","12.376541115","51364  >  8801 Len=81"
"1456","12.376715765","192.168.213.150","159.124.46.57","UDP","123","12.376715765","38716  >  8801 Len=81"
"1457","12.379266425","212.199.140.162","192.168.213.150","QUIC","1274","12.379266425","Initial, SCID=8c81000e2ce8948f, PKN: 4341796, CRYPTO, PADDING, ACK, PADDING"
"1458","12.379259464","212.199.140.162","192.168.213.150","TLSv1.3","2762","12.379259464","Continuation Data"
"1459","12.379266726","212.199.140.162","192.168.213.150","QUIC","98","12.379266726","Protected Payload (KP0)"
"1460","12.379266836","212.199.140.162","192.168.213.150","QUIC","1274","12.379266836","Handshake, SCID=8c81000e2ce8948f"
"1461","12.379266953","212.199.140.162","192.168.213.150","QUIC","1274","12.379266953","Handshake, SCID=8c81000e2ce8948f"
"1462","12.379335493","192.168.213.150","212.199.140.162","TCP","66","12.379335493","39520  >  443 [ACK] Seq=1563 Ack=125558 Win=152192 Len=0 TSval=3568877468 TSecr=927780902"
"1463","12.379259981","212.199.140.162","192.168.213.150","TLSv1.3","1414","12.379259981","Continuation Data"
"1464","12.379616432","192.168.213.150","212.199.140.162","QUIC","78","12.379616432","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"1465","12.379855807","192.168.213.150","212.199.140.162","QUIC","196","12.379855807","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"1466","12.380063140","192.168.213.150","212.199.140.162","QUIC","196","12.380063140","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"1467","12.402605473","212.199.140.162","192.168.213.150","QUIC","81","12.402605473","Handshake, SCID=8c81000e2ce8948f"
"1468","12.407500488","212.199.140.162","192.168.213.150","TLSv1.3","1414","12.407500488","Continuation Data"
"1469","12.407545481","192.168.213.150","212.199.140.162","TCP","66","12.407545481","39520  >  443 [ACK] Seq=1563 Ack=128254 Win=154240 Len=0 TSval=3568877497 TSecr=927780904"
"1470","12.461697059","192.168.213.150","159.124.46.57","UDP","145","12.461697059","38716  >  8801 Len=103"
"1471","12.475786477","212.199.140.162","192.168.213.150","QUIC","378","12.475786477","Protected Payload (KP0)"
"1472","12.476592039","192.168.213.150","212.199.140.162","QUIC","79","12.476592039","Protected Payload (KP0), DCID=8c81000e2ce8948f"
"1473","12.477563414","159.124.46.57","192.168.213.150","UDP","143","12.477563414","8801  >  38716 Len=101"
"1474","12.477950988","192.168.213.150","159.124.46.57","UDP","115","12.477950988","38716  >  8801 Len=73"
"1475","12.480107111","212.199.140.162","192.168.213.150","TLSv1.3","2762","12.480107111","Continuation Data"
"1476","12.480107392","212.199.140.162","192.168.213.150","TLSv1.3","2762","12.480107392","Continuation Data"
"1477","12.480107502","212.199.140.162","192.168.213.150","TLSv1.3","1414","12.480107502","Continuation Data"
"1478","12.480275039","192.168.213.150","212.199.140.162","TCP","66","12.480275039","39520  >  443 [ACK] Seq=1563 Ack=134994 Win=154240 Len=0 TSval=3568877569 TSecr=927780906"
"1479","12.524459034","212.199.140.162","192.168.213.150","TLSv1.3","1414","12.524459034","Continuation Data"
"1480","12.524523889","192.168.213.150","212.199.140.162","TCP","66","12.524523889","39520  >  443 [ACK] Seq=1563 Ack=136342 Win=156928 Len=0 TSval=3568877614 TSecr=927780912"
"1481","12.527909759","212.199.140.162","192.168.213.150","TLSv1.3","2762","12.527909759","Continuation Data"
"1482","12.527955225","192.168.213.150","212.199.140.162","TCP","66","12.527955225","39520  >  443 [ACK] Seq=1563 Ack=139038 Win=162432 Len=0 TSval=3568877617 TSecr=927780915"
"1483","12.527910151","212.199.140.162","192.168.213.150","TLSv1.3","2762","12.527910151","Continuation Data"
